region,county,market,category,commodity,unit,priceflag,pricetype,price
North Eastern,Wajir,Wajir town,cereals and tubers,wheat flour,KG,aggregate,Retail,78.75
North Eastern,Wajir,Wajir town,"meat, fish and eggs",Meat,KG,aggregate,Retail,400.0
North Eastern,Wajir,Wajir town,"meat, fish and eggs",Meat,KG,aggregate,Retail,500.0
North Eastern,Wajir,Wajir town,milk and dairy,Milk,500 ML,aggregate,Retail,57.5
North Eastern,Wajir,Wajir town,milk and dairy,Milk,L,aggregate,Retail,80.0
North Eastern,Wajir,Wajir town,milk and dairy,Milk,L,aggregate,Retail,100.0
North Eastern,Wajir,Wajir town,miscellaneous food,salt,200 G,aggregate,Retail,10.0
North Eastern,Wajir,Wajir town,miscellaneous food,sugar,KG,aggregate,Retail,100.0
North Eastern,Wajir,Wajir town,oil and fats,cooking fat,KG,aggregate,Retail,250.0
North Eastern,Wajir,Wajir town,oil and fats,Oil,L,aggregate,Retail,250.0
North Eastern,Wajir,Wajir town,pulses and nuts,Beans,KG,aggregate,Retail,130.0
North Eastern,Wajir,Wajir town,vegetables and fruits,Beans,Unit,aggregate,Retail,18.75
Rift Valley,Baringo,Marigat town (Baringo),cereals and tubers,Maize,KG,aggregate,Retail,30.0
Rift Valley,Baringo,Marigat town (Baringo),cereals and tubers,Maize,KG,aggregate,Retail,60.0
Rift Valley,Baringo,Marigat town (Baringo),cereals and tubers,Potatoes,KG,aggregate,Retail,50.0
Rift Valley,Baringo,Marigat town (Baringo),cereals and tubers,Rice,KG,aggregate,Retail,100.0
Rift Valley,Baringo,Marigat town (Baringo),cereals and tubers,Sorghum,KG,aggregate,Retail,70.0
Rift Valley,Baringo,Marigat town (Baringo),cereals and tubers,wheat flour,KG,aggregate,Retail,70.0
Rift Valley,Baringo,Marigat town (Baringo),"meat, fish and eggs",Meat,KG,aggregate,Retail,480.0
Rift Valley,Baringo,Marigat town (Baringo),"meat, fish and eggs",Meat,KG,aggregate,Retail,560.0
Rift Valley,Baringo,Marigat town (Baringo),milk and dairy,Milk,500 ML,aggregate,Retail,60.0
Rift Valley,Baringo,Marigat town (Baringo),milk and dairy,Milk,L,aggregate,Retail,70.0
Rift Valley,Baringo,Marigat town (Baringo),miscellaneous food,salt,200 G,aggregate,Retail,10.0
Rift Valley,Baringo,Marigat town (Baringo),miscellaneous food,sugar,KG,aggregate,Retail,100.0
Rift Valley,Baringo,Marigat town (Baringo),oil and fats,cooking fat,KG,aggregate,Retail,240.0
Rift Valley,Baringo,Marigat town (Baringo),oil and fats,Oil,L,aggregate,Retail,240.0
Rift Valley,Baringo,Marigat town (Baringo),pulses and nuts,Beans,KG,aggregate,Retail,100.0
Rift Valley,Baringo,Marigat town (Baringo),vegetables and fruits,Beans,Unit,aggregate,Retail,10.0
Rift Valley,Turkana,Ethiopia (Kakuma),cereals and tubers,Maize,KG,aggregate,Retail,41.84
Rift Valley,Turkana,Ethiopia (Kakuma),cereals and tubers,Maize,KG,aggregate,Retail,68.16
Rift Valley,Turkana,Ethiopia (Kakuma),cereals and tubers,Potatoes,KG,aggregate,Retail,50.0
Rift Valley,Turkana,Ethiopia (Kakuma),cereals and tubers,Rice,KG,aggregate,Retail,100.0
Rift Valley,Turkana,Ethiopia (Kakuma),cereals and tubers,Sorghum,KG,aggregate,Retail,60.0
Rift Valley,Turkana,Ethiopia (Kakuma),cereals and tubers,wheat flour,KG,aggregate,Retail,70.0
Rift Valley,Turkana,Ethiopia (Kakuma),"meat, fish and eggs",Meat,KG,aggregate,Retail,425.0
Rift Valley,Turkana,Ethiopia (Kakuma),"meat, fish and eggs",Meat,KG,aggregate,Retail,425.0
Rift Valley,Turkana,Ethiopia (Kakuma),"meat, fish and eggs",Meat,KG,aggregate,Retail,465.0
Rift Valley,Turkana,Ethiopia (Kakuma),milk and dairy,Milk,500 ML,aggregate,Retail,74.61
Rift Valley,Turkana,Ethiopia (Kakuma),miscellaneous food,salt,200 G,aggregate,Retail,13.62
Rift Valley,Turkana,Ethiopia (Kakuma),miscellaneous food,sugar,KG,aggregate,Retail,120.0
Rift Valley,Turkana,Ethiopia (Kakuma),oil and fats,Oil,L,aggregate,Retail,208.29
Rift Valley,Turkana,Ethiopia (Kakuma),pulses and nuts,Beans,KG,aggregate,Retail,105.53
Rift Valley,Turkana,Ethiopia (Kakuma),vegetables and fruits,Beans,Unit,aggregate,Retail,20.0
Rift Valley,Turkana,HongKong (Kakuma),cereals and tubers,Maize,KG,aggregate,Retail,41.67
Rift Valley,Turkana,HongKong (Kakuma),cereals and tubers,Maize,KG,aggregate,Retail,69.33
Rift Valley,Turkana,HongKong (Kakuma),cereals and tubers,Potatoes,KG,aggregate,Retail,55.22
Rift Valley,Turkana,HongKong (Kakuma),cereals and tubers,Rice,KG,aggregate,Retail,98.67
Rift Valley,Turkana,HongKong (Kakuma),cereals and tubers,Sorghum,KG,aggregate,Retail,55.45
Rift Valley,Turkana,HongKong (Kakuma),cereals and tubers,wheat flour,KG,aggregate,Retail,71.67
Rift Valley,Turkana,HongKong (Kakuma),"meat, fish and eggs",Meat,KG,aggregate,Retail,500.0
Rift Valley,Turkana,HongKong (Kakuma),"meat, fish and eggs",Meat,KG,aggregate,Retail,475.0
Rift Valley,Turkana,HongKong (Kakuma),"meat, fish and eggs",Meat,KG,aggregate,Retail,529.17
Rift Valley,Turkana,HongKong (Kakuma),milk and dairy,Milk,500 ML,aggregate,Retail,79.33
Rift Valley,Turkana,HongKong (Kakuma),miscellaneous food,salt,200 G,aggregate,Retail,11.5
Rift Valley,Turkana,HongKong (Kakuma),miscellaneous food,sugar,KG,aggregate,Retail,117.0
Rift Valley,Turkana,HongKong (Kakuma),oil and fats,Oil,L,aggregate,Retail,210.0
Rift Valley,Turkana,HongKong (Kakuma),pulses and nuts,Beans,KG,aggregate,Retail,110.67
Rift Valley,Turkana,HongKong (Kakuma),vegetables and fruits,Beans,Unit,aggregate,Retail,20.0
Rift Valley,Turkana,Kakuma 2,cereals and tubers,Maize,KG,aggregate,Retail,42.0
Rift Valley,Turkana,Kakuma 2,cereals and tubers,Maize,KG,aggregate,Retail,63.33
Rift Valley,Turkana,Kakuma 2,cereals and tubers,Potatoes,KG,aggregate,Retail,51.17
Rift Valley,Turkana,Kakuma 2,cereals and tubers,Rice,KG,aggregate,Retail,104.17
Rift Valley,Turkana,Kakuma 2,cereals and tubers,Sorghum,KG,aggregate,Retail,70.0
Rift Valley,Turkana,Kakuma 2,cereals and tubers,wheat flour,KG,aggregate,Retail,70.0
Rift Valley,Turkana,Kakuma 2,"meat, fish and eggs",Meat,KG,aggregate,Retail,500.0
Rift Valley,Turkana,Kakuma 2,"meat, fish and eggs",Meat,KG,aggregate,Retail,425.0
Rift Valley,Turkana,Kakuma 2,"meat, fish and eggs",Meat,KG,aggregate,Retail,471.25
Rift Valley,Turkana,Kakuma 2,milk and dairy,Milk,500 ML,aggregate,Retail,70.28
Rift Valley,Turkana,Kakuma 2,miscellaneous food,salt,200 G,aggregate,Retail,11.17
Rift Valley,Turkana,Kakuma 2,miscellaneous food,sugar,KG,aggregate,Retail,115.83
Rift Valley,Turkana,Kakuma 2,oil and fats,Oil,L,aggregate,Retail,203.33
Rift Valley,Turkana,Kakuma 2,pulses and nuts,Beans,KG,aggregate,Retail,114.0
Rift Valley,Turkana,Kakuma 2,vegetables and fruits,Beans,Unit,aggregate,Retail,19.03
Rift Valley,Turkana,Kakuma 3,cereals and tubers,Maize,KG,aggregate,Retail,41.79
Rift Valley,Turkana,Kakuma 3,cereals and tubers,Maize,KG,aggregate,Retail,65.81
Rift Valley,Turkana,Kakuma 3,cereals and tubers,Potatoes,KG,aggregate,Retail,52.11
Rift Valley,Turkana,Kakuma 3,cereals and tubers,Rice,KG,aggregate,Retail,106.0
Rift Valley,Turkana,Kakuma 3,cereals and tubers,Sorghum,KG,aggregate,Retail,46.96
Rift Valley,Turkana,Kakuma 3,cereals and tubers,wheat flour,KG,aggregate,Retail,70.4
Rift Valley,Turkana,Kakuma 3,"meat, fish and eggs",Meat,KG,aggregate,Retail,423.64
Rift Valley,Turkana,Kakuma 3,"meat, fish and eggs",Meat,KG,aggregate,Retail,437.17
Rift Valley,Turkana,Kakuma 3,"meat, fish and eggs",Meat,KG,aggregate,Retail,481.92
Rift Valley,Turkana,Kakuma 3,milk and dairy,Milk,500 ML,aggregate,Retail,78.67
Rift Valley,Turkana,Kakuma 3,miscellaneous food,salt,200 G,aggregate,Retail,11.58
Rift Valley,Turkana,Kakuma 3,miscellaneous food,sugar,KG,aggregate,Retail,117.67
Rift Valley,Turkana,Kakuma 3,oil and fats,Oil,L,aggregate,Retail,206.33
Rift Valley,Turkana,Kakuma 3,pulses and nuts,Beans,KG,aggregate,Retail,109.89
Rift Valley,Turkana,Kakuma 3,vegetables and fruits,Beans,Unit,aggregate,Retail,20.0
Rift Valley,Turkana,Kakuma 4,cereals and tubers,Maize,KG,aggregate,Retail,42.07
Rift Valley,Turkana,Kakuma 4,cereals and tubers,Maize,KG,aggregate,Retail,67.83
Rift Valley,Turkana,Kakuma 4,cereals and tubers,Potatoes,KG,aggregate,Retail,51.09
Rift Valley,Turkana,Kakuma 4,cereals and tubers,Rice,KG,aggregate,Retail,100.0
Rift Valley,Turkana,Kakuma 4,cereals and tubers,Sorghum,KG,aggregate,Retail,36.36
Rift Valley,Turkana,Kakuma 4,cereals and tubers,wheat flour,KG,aggregate,Retail,70.4
Rift Valley,Turkana,Kakuma 4,"meat, fish and eggs",Meat,KG,aggregate,Retail,450.0
Rift Valley,Turkana,Kakuma 4,"meat, fish and eggs",Meat,KG,aggregate,Retail,481.58
Rift Valley,Turkana,Kakuma 4,milk and dairy,Milk,500 ML,aggregate,Retail,75.65
Rift Valley,Turkana,Kakuma 4,miscellaneous food,salt,200 G,aggregate,Retail,13.04
Rift Valley,Turkana,Kakuma 4,miscellaneous food,sugar,KG,aggregate,Retail,117.9
Rift Valley,Turkana,Kakuma 4,oil and fats,Oil,L,aggregate,Retail,211.52
Rift Valley,Turkana,Kakuma 4,pulses and nuts,Beans,KG,aggregate,Retail,116.74
Rift Valley,Turkana,Kakuma 4,vegetables and fruits,Beans,Unit,aggregate,Retail,20.0
Rift Valley,Turkana,Kalobeyei (Village 1),cereals and tubers,Maize,KG,aggregate,Retail,40.94
Rift Valley,Turkana,Kalobeyei (Village 1),cereals and tubers,Maize,KG,aggregate,Retail,65.53
Rift Valley,Turkana,Kalobeyei (Village 1),cereals and tubers,Potatoes,KG,aggregate,Retail,54.61
Rift Valley,Turkana,Kalobeyei (Village 1),cereals and tubers,Rice,KG,aggregate,Retail,100.0
Rift Valley,Turkana,Kalobeyei (Village 1),cereals and tubers,wheat flour,KG,aggregate,Retail,70.94
Rift Valley,Turkana,Kalobeyei (Village 1),"meat, fish and eggs",Meat,KG,aggregate,Retail,446.74
Rift Valley,Turkana,Kalobeyei (Village 1),"meat, fish and eggs",Meat,KG,aggregate,Retail,500.0
Rift Valley,Turkana,Kalobeyei (Village 1),milk and dairy,Milk,500 ML,aggregate,Retail,76.74
Rift Valley,Turkana,Kalobeyei (Village 1),milk and dairy,Milk,L,aggregate,Retail,150.0
Rift Valley,Turkana,Kalobeyei (Village 1),milk and dairy,Milk,L,aggregate,Retail,150.0
Rift Valley,Turkana,Kalobeyei (Village 1),miscellaneous food,salt,200 G,aggregate,Retail,11.78
Rift Valley,Turkana,Kalobeyei (Village 1),miscellaneous food,sugar,KG,aggregate,Retail,116.33
Rift Valley,Turkana,Kalobeyei (Village 1),oil and fats,Oil,L,aggregate,Retail,219.03
Rift Valley,Turkana,Kalobeyei (Village 1),pulses and nuts,Beans,KG,aggregate,Retail,110.17
Rift Valley,Turkana,Kalobeyei (Village 1),vegetables and fruits,Beans,Unit,aggregate,Retail,18.48
Rift Valley,Turkana,Kalobeyei (Village 2),cereals and tubers,Maize,KG,aggregate,Retail,40.98
Rift Valley,Turkana,Kalobeyei (Village 2),cereals and tubers,Maize,KG,aggregate,Retail,67.72
Rift Valley,Turkana,Kalobeyei (Village 2),cereals and tubers,Potatoes,KG,aggregate,Retail,50.0
Rift Valley,Turkana,Kalobeyei (Village 2),cereals and tubers,Rice,KG,aggregate,Retail,102.5
Rift Valley,Turkana,Kalobeyei (Village 2),cereals and tubers,Sorghum,KG,aggregate,Retail,50.0
Rift Valley,Turkana,Kalobeyei (Village 2),cereals and tubers,wheat flour,KG,aggregate,Retail,69.94
Rift Valley,Turkana,Kalobeyei (Village 2),"meat, fish and eggs",Meat,KG,aggregate,Retail,600.0
Rift Valley,Turkana,Kalobeyei (Village 2),milk and dairy,Milk,500 ML,aggregate,Retail,73.33
Rift Valley,Turkana,Kalobeyei (Village 2),miscellaneous food,salt,200 G,aggregate,Retail,12.28
Rift Valley,Turkana,Kalobeyei (Village 2),miscellaneous food,sugar,KG,aggregate,Retail,117.56
Rift Valley,Turkana,Kalobeyei (Village 2),oil and fats,Oil,L,aggregate,Retail,207.78
Rift Valley,Turkana,Kalobeyei (Village 2),pulses and nuts,Beans,KG,aggregate,Retail,112.89
Rift Valley,Turkana,Kalobeyei (Village 2),vegetables and fruits,Beans,Unit,aggregate,Retail,17.92
Rift Valley,Turkana,Kalobeyei (Village 3),cereals and tubers,Maize,KG,aggregate,Retail,41.17
Rift Valley,Turkana,Kalobeyei (Village 3),cereals and tubers,Maize,KG,aggregate,Retail,63.5
Rift Valley,Turkana,Kalobeyei (Village 3),cereals and tubers,Potatoes,KG,aggregate,Retail,54.67
Rift Valley,Turkana,Kalobeyei (Village 3),cereals and tubers,Rice,KG,aggregate,Retail,100.0
Rift Valley,Turkana,Kalobeyei (Village 3),cereals and tubers,wheat flour,KG,aggregate,Retail,71.75
Rift Valley,Turkana,Kalobeyei (Village 3),"meat, fish and eggs",Meat,KG,aggregate,Retail,480.0
Rift Valley,Turkana,Kalobeyei (Village 3),"meat, fish and eggs",Meat,KG,aggregate,Retail,480.0
Rift Valley,Turkana,Kalobeyei (Village 3),"meat, fish and eggs",Meat,KG,aggregate,Retail,500.0
Rift Valley,Turkana,Kalobeyei (Village 3),milk and dairy,Milk,500 ML,aggregate,Retail,73.67
Rift Valley,Turkana,Kalobeyei (Village 3),miscellaneous food,salt,200 G,aggregate,Retail,11.17
Rift Valley,Turkana,Kalobeyei (Village 3),miscellaneous food,sugar,KG,aggregate,Retail,120.0
Rift Valley,Turkana,Kalobeyei (Village 3),oil and fats,Oil,L,aggregate,Retail,211.67
Rift Valley,Turkana,Kalobeyei (Village 3),pulses and nuts,Beans,KG,aggregate,Retail,112.0
Rift Valley,Turkana,Kalobeyei (Village 3),vegetables and fruits,Beans,Unit,aggregate,Retail,16.84
Rift Valley,Turkana,Lodwar town,cereals and tubers,Maize,KG,aggregate,Retail,50.0
Rift Valley,Turkana,Lodwar town,cereals and tubers,Maize,KG,aggregate,Retail,70.0
Rift Valley,Turkana,Lodwar town,cereals and tubers,Potatoes,KG,aggregate,Retail,85.0
Rift Valley,Turkana,Lodwar town,cereals and tubers,Rice,KG,aggregate,Retail,103.33
Rift Valley,Turkana,Lodwar town,cereals and tubers,wheat flour,KG,aggregate,Retail,80.0
Rift Valley,Turkana,Lodwar town,milk and dairy,Milk,500 ML,aggregate,Retail,80.0
Rift Valley,Turkana,Lodwar town,miscellaneous food,salt,200 G,aggregate,Retail,10.0
Rift Valley,Turkana,Lodwar town,miscellaneous food,sugar,KG,aggregate,Retail,120.0
Rift Valley,Turkana,Lodwar town,oil and fats,cooking fat,KG,aggregate,Retail,230.0
Rift Valley,Turkana,Lodwar town,oil and fats,Oil,L,aggregate,Retail,236.67
Rift Valley,Turkana,Lodwar town,pulses and nuts,Beans,KG,aggregate,Retail,105.0
Rift Valley,Turkana,Lodwar town,vegetables and fruits,Beans,Unit,aggregate,Retail,20.0
Rift Valley,Turkana,Mogadishu (Kakuma),cereals and tubers,Maize,KG,aggregate,Retail,48.08
Rift Valley,Turkana,Mogadishu (Kakuma),cereals and tubers,Maize,KG,aggregate,Retail,70.0
Rift Valley,Turkana,Mogadishu (Kakuma),cereals and tubers,Potatoes,KG,aggregate,Retail,57.31
Rift Valley,Turkana,Mogadishu (Kakuma),cereals and tubers,Rice,KG,aggregate,Retail,104.04
Rift Valley,Turkana,Mogadishu (Kakuma),cereals and tubers,Sorghum,KG,aggregate,Retail,40.0
Rift Valley,Turkana,Mogadishu (Kakuma),cereals and tubers,wheat flour,KG,aggregate,Retail,72.69
Rift Valley,Turkana,Mogadishu (Kakuma),"meat, fish and eggs",Meat,KG,aggregate,Retail,500.0
Rift Valley,Turkana,Mogadishu (Kakuma),"meat, fish and eggs",Meat,KG,aggregate,Retail,400.0
Rift Valley,Turkana,Mogadishu (Kakuma),"meat, fish and eggs",Meat,KG,aggregate,Retail,525.0
Rift Valley,Turkana,Mogadishu (Kakuma),milk and dairy,Milk,500 ML,aggregate,Retail,77.37
Rift Valley,Turkana,Mogadishu (Kakuma),milk and dairy,Milk,L,aggregate,Retail,200.0
Rift Valley,Turkana,Mogadishu (Kakuma),miscellaneous food,salt,200 G,aggregate,Retail,12.98
Rift Valley,Turkana,Mogadishu (Kakuma),miscellaneous food,sugar,KG,aggregate,Retail,118.65
Rift Valley,Turkana,Mogadishu (Kakuma),oil and fats,cooking fat,KG,aggregate,Retail,200.0
Rift Valley,Turkana,Mogadishu (Kakuma),oil and fats,Oil,L,aggregate,Retail,215.96
Rift Valley,Turkana,Mogadishu (Kakuma),pulses and nuts,Beans,KG,aggregate,Retail,116.15
Rift Valley,Turkana,Mogadishu (Kakuma),vegetables and fruits,Beans,Unit,aggregate,Retail,20.0
Nairobi,Nairobi,Dandora (Nairobi),cereals and tubers,Maize,KG,aggregate,Retail,50.12
Nairobi,Nairobi,Dandora (Nairobi),cereals and tubers,Maize,KG,aggregate,Retail,52.5
Nairobi,Nairobi,Dandora (Nairobi),cereals and tubers,Potatoes,KG,aggregate,Retail,55.71
Nairobi,Nairobi,Dandora (Nairobi),cereals and tubers,Rice,KG,aggregate,Retail,98.18
Nairobi,Nairobi,Dandora (Nairobi),cereals and tubers,Sorghum,KG,aggregate,Retail,80.5
Nairobi,Nairobi,Dandora (Nairobi),cereals and tubers,wheat flour,KG,aggregate,Retail,65.0
Nairobi,Nairobi,Dandora (Nairobi),"meat, fish and eggs",Meat,KG,aggregate,Retail,596.67
Nairobi,Nairobi,Dandora (Nairobi),milk and dairy,Milk,500 ML,aggregate,Retail,50.0
Nairobi,Nairobi,Dandora (Nairobi),miscellaneous food,salt,200 G,aggregate,Retail,10.0
Nairobi,Nairobi,Dandora (Nairobi),miscellaneous food,sugar,KG,aggregate,Retail,100.0
Nairobi,Nairobi,Dandora (Nairobi),oil and fats,Oil,L,aggregate,Retail,191.5
Nairobi,Nairobi,Dandora (Nairobi),pulses and nuts,Beans,KG,aggregate,Retail,100.63
Nairobi,Nairobi,Dandora (Nairobi),vegetables and fruits,Beans,Unit,aggregate,Retail,5.0
Nairobi,Nairobi,Kangemi (Nairobi),cereals and tubers,Maize,KG,aggregate,Retail,50.0
Nairobi,Nairobi,Kangemi (Nairobi),cereals and tubers,Maize,KG,aggregate,Retail,54.93
Nairobi,Nairobi,Kangemi (Nairobi),cereals and tubers,Potatoes,KG,aggregate,Retail,50.0
Nairobi,Nairobi,Kangemi (Nairobi),cereals and tubers,Rice,KG,aggregate,Retail,100.0
Nairobi,Nairobi,Kangemi (Nairobi),cereals and tubers,Sorghum,KG,aggregate,Retail,80.0
Nairobi,Nairobi,Kangemi (Nairobi),cereals and tubers,wheat flour,KG,aggregate,Retail,60.26
Nairobi,Nairobi,Kangemi (Nairobi),"meat, fish and eggs",Meat,KG,aggregate,Retail,563.15
Nairobi,Nairobi,Kangemi (Nairobi),milk and dairy,Milk,500 ML,aggregate,Retail,52.14
Nairobi,Nairobi,Kangemi (Nairobi),milk and dairy,Milk,L,aggregate,Retail,65.0
Nairobi,Nairobi,Kangemi (Nairobi),miscellaneous food,salt,200 G,aggregate,Retail,8.24
Nairobi,Nairobi,Kangemi (Nairobi),miscellaneous food,sugar,KG,aggregate,Retail,109.48
Nairobi,Nairobi,Kangemi (Nairobi),oil and fats,Oil,L,aggregate,Retail,200.0
Nairobi,Nairobi,Kangemi (Nairobi),pulses and nuts,Beans,KG,aggregate,Retail,105.09
Nairobi,Nairobi,Kangemi (Nairobi),vegetables and fruits,Beans,Unit,aggregate,Retail,5.0
Nairobi,Nairobi,Kawangware (Nairobi),cereals and tubers,Maize,KG,aggregate,Retail,49.55
Nairobi,Nairobi,Kawangware (Nairobi),cereals and tubers,Maize,KG,aggregate,Retail,53.84
Nairobi,Nairobi,Kawangware (Nairobi),cereals and tubers,Potatoes,KG,aggregate,Retail,50.0
Nairobi,Nairobi,Kawangware (Nairobi),cereals and tubers,Rice,KG,aggregate,Retail,100.0
Nairobi,Nairobi,Kawangware (Nairobi),cereals and tubers,Sorghum,KG,aggregate,Retail,79.22
Nairobi,Nairobi,Kawangware (Nairobi),cereals and tubers,wheat flour,KG,aggregate,Retail,60.01
Nairobi,Nairobi,Kawangware (Nairobi),"meat, fish and eggs",Meat,KG,aggregate,Retail,559.33
Nairobi,Nairobi,Kawangware (Nairobi),milk and dairy,Milk,500 ML,aggregate,Retail,51.91
Nairobi,Nairobi,Kawangware (Nairobi),milk and dairy,Milk,L,aggregate,Retail,65.0
Nairobi,Nairobi,Kawangware (Nairobi),miscellaneous food,salt,200 G,aggregate,Retail,7.93
Nairobi,Nairobi,Kawangware (Nairobi),miscellaneous food,sugar,KG,aggregate,Retail,108.9
Nairobi,Nairobi,Kawangware (Nairobi),oil and fats,Oil,L,aggregate,Retail,200.0
Nairobi,Nairobi,Kawangware (Nairobi),pulses and nuts,Beans,KG,aggregate,Retail,105.92
Nairobi,Nairobi,Kawangware (Nairobi),vegetables and fruits,Beans,Unit,aggregate,Retail,5.0
Nairobi,Nairobi,Kibra (Nairobi),cereals and tubers,Maize,KG,aggregate,Retail,50.0
Nairobi,Nairobi,Kibra (Nairobi),cereals and tubers,Maize,KG,aggregate,Retail,53.83
Nairobi,Nairobi,Kibra (Nairobi),cereals and tubers,Potatoes,KG,aggregate,Retail,58.79
Nairobi,Nairobi,Kibra (Nairobi),cereals and tubers,Rice,KG,aggregate,Retail,100.0
Nairobi,Nairobi,Kibra (Nairobi),cereals and tubers,Sorghum,KG,aggregate,Retail,80.0
Nairobi,Nairobi,Kibra (Nairobi),cereals and tubers,wheat flour,KG,aggregate,Retail,67.33
Nairobi,Nairobi,Kibra (Nairobi),milk and dairy,Milk,500 ML,aggregate,Retail,50.0
Nairobi,Nairobi,Kibra (Nairobi),miscellaneous food,salt,200 G,aggregate,Retail,10.0
Nairobi,Nairobi,Kibra (Nairobi),miscellaneous food,sugar,KG,aggregate,Retail,100.0
Nairobi,Nairobi,Kibra (Nairobi),oil and fats,cooking fat,KG,aggregate,Retail,150.0
Nairobi,Nairobi,Kibra (Nairobi),oil and fats,Oil,L,aggregate,Retail,197.67
Nairobi,Nairobi,Kibra (Nairobi),pulses and nuts,Beans,KG,aggregate,Retail,109.67
Nairobi,Nairobi,Kibra (Nairobi),vegetables and fruits,Beans,Unit,aggregate,Retail,5.0
Nairobi,Nairobi,Mathare (Nairobi),cereals and tubers,Maize,KG,aggregate,Retail,50.78
Nairobi,Nairobi,Mathare (Nairobi),cereals and tubers,Maize,KG,aggregate,Retail,54.74
Nairobi,Nairobi,Mathare (Nairobi),cereals and tubers,Potatoes,KG,aggregate,Retail,50.58
Nairobi,Nairobi,Mathare (Nairobi),cereals and tubers,Rice,KG,aggregate,Retail,100.33
Nairobi,Nairobi,Mathare (Nairobi),cereals and tubers,Sorghum,KG,aggregate,Retail,70.0
Nairobi,Nairobi,Mathare (Nairobi),cereals and tubers,wheat flour,KG,aggregate,Retail,68.83
Nairobi,Nairobi,Mathare (Nairobi),"meat, fish and eggs",Meat,KG,aggregate,Retail,557.33
Nairobi,Nairobi,Mathare (Nairobi),milk and dairy,Milk,500 ML,aggregate,Retail,50.0
Nairobi,Nairobi,Mathare (Nairobi),milk and dairy,Milk,L,aggregate,Retail,60.0
Nairobi,Nairobi,Mathare (Nairobi),miscellaneous food,salt,200 G,aggregate,Retail,10.0
Nairobi,Nairobi,Mathare (Nairobi),miscellaneous food,sugar,KG,aggregate,Retail,100.24
Nairobi,Nairobi,Mathare (Nairobi),oil and fats,cooking fat,KG,aggregate,Retail,144.89
Nairobi,Nairobi,Mathare (Nairobi),oil and fats,Oil,L,aggregate,Retail,200.0
Nairobi,Nairobi,Mathare (Nairobi),pulses and nuts,Beans,KG,aggregate,Retail,109.93
Nairobi,Nairobi,Mathare (Nairobi),vegetables and fruits,Beans,Unit,aggregate,Retail,5.0
Nairobi,Nairobi,Mukuru (Nairobi),cereals and tubers,Maize,KG,aggregate,Retail,50.0
Nairobi,Nairobi,Mukuru (Nairobi),cereals and tubers,Maize,KG,aggregate,Retail,54.68
Nairobi,Nairobi,Mukuru (Nairobi),cereals and tubers,Potatoes,KG,aggregate,Retail,49.83
Nairobi,Nairobi,Mukuru (Nairobi),cereals and tubers,Rice,KG,aggregate,Retail,100.0
Nairobi,Nairobi,Mukuru (Nairobi),cereals and tubers,Sorghum,KG,aggregate,Retail,68.83
Nairobi,Nairobi,Mukuru (Nairobi),cereals and tubers,wheat flour,KG,aggregate,Retail,69.83
Nairobi,Nairobi,Mukuru (Nairobi),"meat, fish and eggs",Meat,KG,aggregate,Retail,566.67
Nairobi,Nairobi,Mukuru (Nairobi),milk and dairy,Milk,500 ML,aggregate,Retail,50.0
Nairobi,Nairobi,Mukuru (Nairobi),miscellaneous food,salt,200 G,aggregate,Retail,10.0
Nairobi,Nairobi,Mukuru (Nairobi),miscellaneous food,sugar,KG,aggregate,Retail,100.17
Nairobi,Nairobi,Mukuru (Nairobi),oil and fats,cooking fat,KG,aggregate,Retail,146.0
Nairobi,Nairobi,Mukuru (Nairobi),oil and fats,Oil,L,aggregate,Retail,200.0
Nairobi,Nairobi,Mukuru (Nairobi),pulses and nuts,Beans,KG,aggregate,Retail,110.13
Nairobi,Nairobi,Mukuru (Nairobi),vegetables and fruits,Beans,Unit,aggregate,Retail,5.0
North Eastern,Garissa,Dagahaley (Daadab),cereals and tubers,Maize,KG,aggregate,Retail,49.57
North Eastern,Garissa,Dagahaley (Daadab),cereals and tubers,Maize,KG,aggregate,Retail,62.08
North Eastern,Garissa,Dagahaley (Daadab),cereals and tubers,Potatoes,KG,aggregate,Retail,54.56
North Eastern,Garissa,Dagahaley (Daadab),cereals and tubers,Rice,KG,aggregate,Retail,80.61
North Eastern,Garissa,Dagahaley (Daadab),cereals and tubers,Sorghum,KG,aggregate,Retail,45.32
North Eastern,Garissa,Dagahaley (Daadab),cereals and tubers,wheat flour,KG,aggregate,Retail,70.59
North Eastern,Garissa,Dagahaley (Daadab),"meat, fish and eggs",Meat,KG,aggregate,Retail,700.0
North Eastern,Garissa,Dagahaley (Daadab),milk and dairy,Milk,500 ML,aggregate,Retail,52.08
North Eastern,Garissa,Dagahaley (Daadab),miscellaneous food,salt,200 G,aggregate,Retail,9.97
North Eastern,Garissa,Dagahaley (Daadab),miscellaneous food,sugar,KG,aggregate,Retail,96.59
North Eastern,Garissa,Dagahaley (Daadab),oil and fats,cooking fat,KG,aggregate,Retail,200.0
North Eastern,Garissa,Dagahaley (Daadab),oil and fats,Oil,L,aggregate,Retail,196.88
North Eastern,Garissa,Dagahaley (Daadab),pulses and nuts,Beans,KG,aggregate,Retail,99.84
North Eastern,Garissa,Dagahaley (Daadab),vegetables and fruits,Beans,Unit,aggregate,Retail,8.89
North Eastern,Garissa,Hagadera (Daadab),cereals and tubers,Maize,KG,aggregate,Retail,49.42
